canonical_id	representative_accession	representative_source	gcf_accession	gca_accession	pair_status	organism_name	tax_id	strain	assembly_level	assembly_status	refseq_category	genome_size_bp	gc_percent	number_of_contigs	number_of_scaffolds	contig_n50	scaffold_n50	bioproject_accession	biosample_accession	submitter	release_date
CANON_01650	GCF_042258955.1	REFSEQ	GCF_042258955.1	GCA_042258955.1	paired	Bradyrhizobium sp. ma5	3344828	ma5	Complete Genome	current		9101011	63.5	1	1	9101011	9101011	PRJNA1160018	SAMN43589476	National Institute of Agricultural Sciences, Rural Development Administration	2024-09-25
CANON_01651	GCA_041987565.1	GENBANK		GCA_041987565.1	unpaired	Bradyrhizobium sp. MAG21	3697512		Scaffold	current		4401169	64.5	579	556	14399	15045	PRJNA1109759	SAMN43537445	Tsinghua University	2024-09-18
CANON_01652	GCF_049993905.1	REFSEQ	GCF_049993905.1	GCA_049993905.1	paired	Bradyrhizobium sp. McL0615	3415673	McL0615	Complete Genome	current		8847784	62	1	1	8847784	8847784	PRJNA851850	SAMN47863641	New Zealand Forest Research Institute	2025-04-29
CANON_01653	GCF_049993385.1	REFSEQ	GCF_049993385.1	GCA_049993385.1	paired	Bradyrhizobium sp. McL0616	3415674	McL0616	Complete Genome	current		8636646	63	1	1	8636646	8636646	PRJNA851850	SAMN47863706	New Zealand Forest Research Institute	2025-04-29
CANON_01654	GCF_055811035.1	REFSEQ	GCF_055811035.1	GCA_055811035.1	paired	Bradyrhizobium sp. MI1.10	3691822	MI1.10	Scaffold	current		8579005	63	288	207	73714	170465	PRJNA1429002	SAMN55977351	Murdoch University	2026-03-11
CANON_01655	GCF_055811255.1	REFSEQ	GCF_055811255.1	GCA_055811255.1	paired	Bradyrhizobium sp. MI1.11	3691823	MI1.11	Scaffold	current		9032410	63	317	264	72270	134285	PRJNA1429002	SAMN55977352	Murdoch University	2026-03-11
CANON_01656	GCF_055811695.1	REFSEQ	GCF_055811695.1	GCA_055811695.1	paired	Bradyrhizobium sp. MI1.3	3691819	MI1.3	Scaffold	current		8526567	63.5	397	336	64240	100905	PRJNA1429002	SAMN55977348	Murdoch University	2026-03-11
CANON_01657	GCF_055811315.1	REFSEQ	GCF_055811315.1	GCA_055811315.1	paired	Bradyrhizobium sp. MI1.4	3691820	MI1.4	Scaffold	current		8295513	63	255	195	77487	133173	PRJNA1429002	SAMN55977349	Murdoch University	2026-03-11
CANON_01658	GCF_055811795.1	REFSEQ	GCF_055811795.1	GCA_055811795.1	paired	Bradyrhizobium sp. MI1.7	3691821	MI1.7	Scaffold	current		9847977	63.5	393	313	69605	114713	PRJNA1429002	SAMN55977350	Murdoch University	2026-03-11
CANON_01659	GCF_004634465.1	REFSEQ	GCF_004634465.1	GCA_004634465.1	paired	Bradyrhizobium sp. MOS001	2133948	MOS001	Contig	current		9053121	63.5	180	180	142074	142074	PRJNA417035	SAMN07975002	Wageningen University & Research	2019-04-04
CANON_01660	GCF_003020115.1	REFSEQ	GCF_003020115.1	GCA_003020115.1	paired	Bradyrhizobium sp. MOS002	2133947	MOS002	Contig	current		7575111	63.5	70	70	452838	452838	PRJNA417035	SAMN08687197	Wageningen University & Research	2018-03-27
CANON_01661	GCF_003020125.1	REFSEQ	GCF_003020125.1	GCA_003020125.1	paired	Bradyrhizobium sp. MOS003	2133946	MOS003	Contig	current		7261081	64	24	24	864091	864091	PRJNA417035	SAMN08687198	Wageningen University & Research	2018-03-27
CANON_01662	GCF_003020075.1	REFSEQ	GCF_003020075.1	GCA_003020075.1	paired	Bradyrhizobium sp. MOS004	2133945	MOS004	Contig	suppressed		7574276	64.5	66	66	289210	289210	PRJNA417035	SAMN08687199	Wageningen University & Research	2018-03-27
CANON_01663	GCF_029952935.1	REFSEQ	GCF_029952935.1	GCA_029952935.1	paired	Bradyrhizobium sp. Mp19	3042156	Mp19	Scaffold	current		9650992	63.5	206	199	132387	135224	PRJNA956851	SAMN34231358	University of Pretoria	2023-05-07
CANON_01664	GCF_029953005.1	REFSEQ	GCF_029953005.1	GCA_029953005.1	paired	Bradyrhizobium sp. Mp27	3042157	Mp27	Contig	current		10578087	63	942	942	54345	54345	PRJNA956851	SAMN34231359	University of Pretoria	2023-05-07
CANON_01665	GCF_029952985.1	REFSEQ	GCF_029952985.1	GCA_029952985.1	paired	Bradyrhizobium sp. Mp64	3042158	Mp64	Contig	current		9634547	63.5	357	357	111364	111364	PRJNA956851	SAMN34231360	University of Pretoria	2023-05-07
CANON_01666	GCF_055807615.1	REFSEQ	GCF_055807615.1	GCA_055807615.1	paired	Bradyrhizobium sp. MV1.5	3691824	MV1.5	Scaffold	current		7346157	63.5	214	147	83501	127959	PRJNA1429002	SAMN55977353	Murdoch University	2026-03-11
CANON_01667	GCF_001908205.1	REFSEQ	GCF_001908205.1	GCA_001908205.1	paired	Bradyrhizobium sp. NAS80.1	1680159	NAS80.1	Contig	current		9235468	63	533	533	43609	43609	PRJNA289210	SAMN03846989	UFRGS	2016-12-19
CANON_01668	GCF_001908235.1	REFSEQ	GCF_001908235.1	GCA_001908235.1	paired	Bradyrhizobium sp. NAS96.2	1680160	NAS96.2	Contig	current		8927485	64	450	450	40586	40586	PRJNA289232	SAMN03846991	UFRGS	2016-12-19
CANON_01669	GCF_020194115.1	REFSEQ	GCF_020194115.1	GCA_020194115.1	paired	Bradyrhizobium sp. NBAIM01	2793818	NBAIM01	Contig	current		7777200	64	51	51	515068	515068	PRJNA679722	SAMN16844663	university of Oxford	2021-09-30
CANON_01670	GCF_020193975.1	REFSEQ	GCF_020193975.1	GCA_020193975.1	paired	Bradyrhizobium sp. NBAIM02	2793817	NBAIM02	Contig	current		7879084	64	103	103	418886	418886	PRJNA679722	SAMN16844664	university of Oxford	2021-09-30
CANON_01671	GCF_020194055.1	REFSEQ	GCF_020194055.1	GCA_020194055.1	paired	Bradyrhizobium sp. NBAIM03	2793816	NBAIM03	Contig	current		8079736	64	305	305	229583	229583	PRJNA679722	SAMN16844665	university of Oxford	2021-09-30
CANON_01672	GCF_020193935.1	REFSEQ	GCF_020193935.1	GCA_020193935.1	paired	Bradyrhizobium sp. NBAIM08	2793815	NBAIM08	Contig	current		8779238	64	1432	1432	562227	562227	PRJNA679722	SAMN16844666	university of Oxford	2021-09-30
CANON_01673	GCF_020193895.1	REFSEQ	GCF_020193895.1	GCA_020193895.1	paired	Bradyrhizobium sp. NBAIM14	2793814	NBAIM14	Contig	current		7922472	64	127	127	295424	295424	PRJNA679722	SAMN16844667	university of Oxford	2021-09-30
CANON_01674	GCF_020193875.1	REFSEQ	GCF_020193875.1	GCA_020193875.1	paired	Bradyrhizobium sp. NBAIM16	2793813	NBAIM16	Contig	current		7868545	64	103	103	294527	294527	PRJNA679722	SAMN16844668	university of Oxford	2021-09-30
CANON_01675	GCF_020193825.1	REFSEQ	GCF_020193825.1	GCA_020193825.1	paired	Bradyrhizobium sp. NBAIM18	2793812	NBAIM18	Contig	current		7944901	64	94	94	404147	404147	PRJNA679722	SAMN16844669	university of Oxford	2021-09-30
CANON_01676	GCF_020193815.1	REFSEQ	GCF_020193815.1	GCA_020193815.1	paired	Bradyrhizobium sp. NBAIM20	2793811	NBAIM20	Contig	current		8063828	64	461	461	109355	109355	PRJNA679722	SAMN16844670	university of Oxford	2021-09-30
CANON_01677	GCF_020193755.1	REFSEQ	GCF_020193755.1	GCA_020193755.1	paired	Bradyrhizobium sp. NBAIM32	2793809	NBAIM32	Contig	current		7620765	64	158	158	139266	139266	PRJNA679722	SAMN16844672	university of Oxford	2021-09-30
CANON_01678	GCF_025200865.1	REFSEQ	GCF_025200865.1	GCA_025200865.1	paired	Bradyrhizobium sp. NC92	55395	NC92	Complete Genome	current		8355732	64	1	1	8355732	8355732	PRJNA783123	SAMN30617558	Murdoch University	2022-09-14
CANON_01679	GCF_032918005.1	REFSEQ	GCF_032918005.1	GCA_032918005.1	paired	Bradyrhizobium sp. NDS-1	3080014	NDS-1	Complete Genome	current		7645890	64	1	1	7645890	7645890	PRJNA1023532	SAMN37684784	I2BC CNRS	2023-10-22
CANON_01680	GCF_900114605.1	REFSEQ	GCF_900114605.1	GCA_900114605.1	paired	Bradyrhizobium sp. NFR13	1566285	NFR13	Contig	suppressed		6226103	61.5	17	17	905187	905187	PRJEB17463	SAMN03159423	DOE - JOINT GENOME INSTITUTE	2016-11-05
CANON_01681	GCF_038729565.1	REFSEQ	GCF_038729565.1	GCA_038729565.1	paired	Bradyrhizobium sp. NL2	3082951	NL2	Complete Genome	current		9207815	63.5	1	1	9207815	9207815	PRJNA1031410	SAMN37935494	Thai Nguyen University of Agriculture and Forestry	2024-04-29
CANON_01682	GCF_030378205.1	REFSEQ	GCF_030378205.1	GCA_030378205.1	paired	Bradyrhizobium sp. NP1	3049772	NP1	Complete Genome	current		7712921	64	1	1	7712921	7712921	PRJNA975924	SAMN35351387	SUNY New Paltz	2023-06-30
CANON_01683	GCF_040546575.1	REFSEQ	GCF_040546575.1	GCA_040546575.1	paired	Bradyrhizobium sp. OAE829	2663807	OAE829	Contig	current		8418455	62	1	1	8418455	8418455	PRJNA1115672	SAMN41513450	DOE Joint Genome Institute	2024-07-08
CANON_01684	GCF_000497675.1	REFSEQ	GCF_000497675.1	GCA_000497675.1	paired	Bradyrhizobium sp. OHSU_III	1297865	OHSU_III	Contig	current		7935543	64.5	82	82	329545	329545	PRJNA191811	SAMN02952940	FDA	2013-11-20
CANON_01685	GCF_900109945.1	REFSEQ	GCF_900109945.1	GCA_900109945.1	paired	Bradyrhizobium sp. OK095	1882760	OK095	Contig	current		7846124	64	51	51	457633	457633	PRJEB16888	SAMN05443254	DOE - JOINT GENOME INSTITUTE	2016-10-31
CANON_01686	GCF_045571485.1	REFSEQ	GCF_045571485.1	GCA_045571485.1	paired	Bradyrhizobium sp. ORS 111	1685958	ORS 111	Complete Genome	current		8139617	63.5	2	2	8028262	8028262	PRJNA944954	SAMN33769198	IRD	2024-12-03
CANON_01687	GCF_000026145.1	REFSEQ	GCF_000026145.1	GCA_000026145.1	paired	Bradyrhizobium sp. ORS 278	114615	ORS278	Complete Genome	current		7456587	65.5	1	1	7456587	7456587	PRJNA19575	SAMEA3138227	Genoscope	2007-05-01
CANON_01688	GCF_000239755.1	REFSEQ	GCF_000239755.1	GCA_000239755.2	paired	Bradyrhizobium sp. ORS 285	115808	ORS 285	Contig	current		7602254	65	301	301	61775	61775	PRJNA65549	SAMEA3138405	IRD LSTM	2011-12-22
CANON_01689	GCF_900176205.1	REFSEQ	GCF_900176205.1	GCA_900176205.1	paired	Bradyrhizobium sp. ORS 285	115808	ORS 285	Complete Genome	current		7797098	65	1	1	7797098	7797098	PRJEB20226	SAMEA103957792	IRD	2017-06-06
CANON_01690	GCF_000239775.1	REFSEQ	GCF_000239775.1	GCA_000239775.2	paired	Bradyrhizobium sp. ORS 375	566679	ORS375	Scaffold	current		7859468	65.5	498	497	28702	28706	PRJNA72429	SAMEA3138406	CEA IG Genoscope	2011-12-22
CANON_01691	GCF_045571475.1	REFSEQ	GCF_045571475.1	GCA_045571475.1	paired	Bradyrhizobium sp. ORS 86	1685970	ORS 86	Complete Genome	current		7816174	63.5	2	2	7708738	7708738	PRJNA944954	SAMN33769199	IRD	2024-12-03
CANON_01692	GCF_056405155.1	REFSEQ	GCF_056405155.1	GCA_056405155.1	paired	Bradyrhizobium sp. P2_A1	3232449	P2_A1	Contig	current		9034887	63.5	122	122	177755	177755	PRJNA1139693	SAMN42779176	CCRP	2026-03-29
CANON_01693	GCF_056405055.1	REFSEQ	GCF_056405055.1	GCA_056405055.1	paired	Bradyrhizobium sp. P2_A2	3232451	P2_A2	Contig	current		9035246	63.5	70	70	312216	312216	PRJNA1139693	SAMN42779180	CCRP	2026-03-29
CANON_01694	GCF_056403875.1	REFSEQ	GCF_056403875.1	GCA_056403875.1	paired	Bradyrhizobium sp. P2_E8	3232492	P2_E8	Contig	current		8278539	64	1947	1947	6885	6885	PRJNA1139693	SAMN42779229	CCRP	2026-03-29
CANON_01695	GCF_056402655.1	REFSEQ	GCF_056402655.1	GCA_056402655.1	paired	Bradyrhizobium sp. P3_C3	3232541	P3_C3	Contig	current		9033372	63.5	152	152	170431	170431	PRJNA1139693	SAMN42779288	CCRP	2026-03-29
CANON_01696	GCF_054049755.1	REFSEQ	GCF_054049755.1	GCA_054049755.1	paired	Bradyrhizobium sp. P5_C11_2	3232648	P5_C11_2	Scaffold	current		8274162	64.5	1101	1100	12067	12070	PRJNA1139693	SAMN42779416	CCRP	2025-12-17
CANON_01697	GCF_054049735.1	REFSEQ	GCF_054049735.1	GCA_054049735.1	paired	Bradyrhizobium sp. P5_C12	3232649	P5_C12	Contig	current		8045492	64.5	151	151	134990	134990	PRJNA1139693	SAMN42779417	CCRP	2025-12-17
CANON_01698	GCF_052588265.1	REFSEQ	GCF_052588265.1	GCA_052588265.1	paired	Bradyrhizobium sp. Pa8	3386552	Pa8	Complete Genome	current		9916745	63.5	2	2	9542277	9542277	PRJNA1198098	SAMN45829722	Center for Genomic Sciences	2025-09-13
CANON_01699	GCA_002256335.1	GENBANK		GCA_002256335.1	unpaired	Bradyrhizobium sp. PARBB1	2015559		Scaffold	current		7722922	64.5	258	206	70944	77767	PRJNA340070	SAMN07280670	CNRS-AMU	2017-08-16
CANON_01700	GCF_042258325.1	REFSEQ	GCF_042258325.1	GCA_042258325.1	paired	Bradyrhizobium sp. Pha-3	208375	Pha-3	Complete Genome	current		9382088	63.5	1	1	9382088	9382088	PRJNA1160007	SAMN43589300	National Institute of Agricultural Sciences, Rural Development Administration	2024-09-25
CANON_01701	GCF_042258615.1	REFSEQ	GCF_042258615.1	GCA_042258615.1	paired	Bradyrhizobium sp. Pha-3	208375	Pha-3	Complete Genome	current		9280508	63.5	1	1	9280508	9280508	PRJNA1160011	SAMN43589320	National Institute of Agricultural Sciences, Rural Development Administration	2024-09-25
CANON_01702	GCF_051861855.1	REFSEQ	GCF_051861855.1	GCA_051861855.1	paired	Bradyrhizobium sp. PMVTL-01	3434999	PMVTL-01	Complete Genome	current		9213755	63.5	2	2	8506302	8506302	PRJNA1215578	SAMN48479912	Suranaree University of Technology	2025-08-05
CANON_01703	GCF_023006515.1	REFSEQ	GCF_023006515.1	GCA_023006515.1	paired	Bradyrhizobium sp. PRIMUS42	2908926	PRIMUS42	Contig	current		7578001	63.5	1684	1684	8417	8417	PRJNA776129	SAMN23555602	VIB - UGent	2022-04-14
CANON_01704	GCF_016839165.1	REFSEQ	GCF_016839165.1	GCA_016839165.1	paired	Bradyrhizobium sp. PSBB068	2715960		Complete Genome	suppressed		7670478	64.5	2	2	7537887	7537887	PRJNA610894	SAMN14323057	University of Minnesota	2021-02-09
CANON_01705	GCF_052043945.1	REFSEQ	GCF_052043945.1	GCA_052043945.1	paired	Bradyrhizobium sp. PUT101	3447427	PUT101	Complete Genome	current		7452230	64	1	1	7452230	7452230	PRJNA1285807	SAMN49775626	Poznan University of Technology	2025-08-14
CANON_01706	GCF_004346455.1	REFSEQ	GCF_004346455.1	GCA_004346455.1	paired	Bradyrhizobium sp. R2.2-H	2485165	R2.2-H	Contig	current		8046194	64	39	39	417743	417743	PRJNA501189	SAMN10361795	DOE Joint Genome Institute	2019-03-11
CANON_01707	GCF_900099855.1	REFSEQ	GCF_900099855.1	GCA_900099855.1	paired	Bradyrhizobium sp. Rc2d	1855321	Rc2d	Scaffold	current		9578216	63	119	117	171503	171503	PRJEB15911	SAMN05216338	DOE - JOINT GENOME INSTITUTE	2016-10-21
CANON_01708	GCF_900114915.1	REFSEQ	GCF_900114915.1	GCA_900114915.1	paired	Bradyrhizobium sp. Rc3b	1855322	Rc3b	Scaffold	current		8375670	63.5	50	49	383119	437031	PRJEB17495	SAMN05216573	DOE - JOINT GENOME INSTITUTE	2016-11-05
CANON_01709	GCF_019972155.1	REFSEQ	GCF_019972155.1	GCA_019972155.1	paired	Bradyrhizobium sp. RD5-C2	244562	RD5-C2	Scaffold	current		8259668	64	126	73	160648	411467	PRJDB11426	SAMD00291263	Laboratory of Microbial Ecology, Institute of Environmental Systems Science, Shimane University	2021-08-11
CANON_01710	GCF_043203335.1	REFSEQ	GCF_043203335.1	GCA_043203335.1	paired	Bradyrhizobium sp. RDI18	3367400	RDI18	Contig	current		8864934	62	9	9	7032965	7032965	PRJNA1168323	SAMN44033734	Mohamed V university	2024-10-15
CANON_01711	GCF_051917485.1	REFSEQ	GCF_051917485.1	GCA_051917485.2	paired	Bradyrhizobium sp. RDM12	3450174	RDM12	Complete Genome	current		8168916	63	1	1	8168916	8168916	PRJNA1290346	SAMN49917713	Mohammed V University of Rabat	2025-12-17
CANON_01712	GCA_044772375.2	GENBANK		GCA_044772375.2	unpaired	Bradyrhizobium sp. RDT10	3367744	RDT10	Complete Genome	current		8987948	62	1	1	8987948	8987948	PRJNA1169920	SAMN44088121	Mohamed V university	2025-04-29
CANON_01713	GCF_003837805.1	REFSEQ	GCF_003837805.1	GCA_003837805.1	paired	Bradyrhizobium sp. RP6	2489596	RP6	Contig	current		7710352	64	85	85	259863	259863	PRJNA506135	SAMN10449039	University of Hyderabad	2018-11-26
CANON_01714	GCF_040548025.1	REFSEQ	GCF_040548025.1	GCA_040548025.1	paired	Bradyrhizobium sp. RT10b	3156331	RT10b	Contig	current		9301974	63.5	66	66	375929	375929	PRJNA1115390	SAMN41528227	DOE Joint Genome Institute	2024-07-08
CANON_01715	GCF_040549445.1	REFSEQ	GCF_040549445.1	GCA_040549445.1	paired	Bradyrhizobium sp. RT11b	3156332	RT11b	Contig	current		9402094	63.5	70	70	412168	412168	PRJNA1115391	SAMN41528192	DOE Joint Genome Institute	2024-07-08
CANON_01716	GCF_040548065.1	REFSEQ	GCF_040548065.1	GCA_040548065.1	paired	Bradyrhizobium sp. RT3a	3156333	RT3a	Contig	current		9401221	63.5	64	64	354649	354649	PRJNA1115392	SAMN41528289	DOE Joint Genome Institute	2024-07-08
CANON_01717	GCF_040548075.1	REFSEQ	GCF_040548075.1	GCA_040548075.1	paired	Bradyrhizobium sp. RT3b	3156334	RT3b	Contig	current		8261050	63	37	37	803857	803857	PRJNA1115393	SAMN41528229	DOE Joint Genome Institute	2024-07-08
CANON_01718	GCF_040548115.1	REFSEQ	GCF_040548115.1	GCA_040548115.1	paired	Bradyrhizobium sp. RT4a	3158556	RT4a	Contig	current		10038562	63.5	94	94	293624	293624	PRJNA1118797	SAMN41657754	DOE Joint Genome Institute	2024-07-08
CANON_01719	GCF_040548105.1	REFSEQ	GCF_040548105.1	GCA_040548105.1	paired	Bradyrhizobium sp. RT4b	3156379	RT4b	Contig	current		9454360	63.5	58	58	509840	509840	PRJNA1115466	SAMN41528273	DOE Joint Genome Institute	2024-07-08
CANON_01720	GCF_040548125.1	REFSEQ	GCF_040548125.1	GCA_040548125.1	paired	Bradyrhizobium sp. RT5a	3156380	RT5a	Contig	current		8228321	63	41	41	725989	725989	PRJNA1115467	SAMN41528372	DOE Joint Genome Institute	2024-07-08
CANON_01721	GCF_040547675.1	REFSEQ	GCF_040547675.1	GCA_040547675.1	paired	Bradyrhizobium sp. RT6a	3156381	RT6a	Contig	current		8203142	63	32	32	803855	803855	PRJNA1115468	SAMN41528344	DOE Joint Genome Institute	2024-07-08
CANON_01722	GCF_040547655.1	REFSEQ	GCF_040547655.1	GCA_040547655.1	paired	Bradyrhizobium sp. RT7a	3156382	RT7a	Contig	current		9032984	64	58	58	524621	524621	PRJNA1115469	SAMN41528213	DOE Joint Genome Institute	2024-07-08
CANON_01723	GCF_040548165.1	REFSEQ	GCF_040548165.1	GCA_040548165.1	paired	Bradyrhizobium sp. RT7b	3156383	RT7b	Contig	current		9035059	64	62	62	423712	423712	PRJNA1115470	SAMN41528274	DOE Joint Genome Institute	2024-07-08
CANON_01724	GCF_040548205.1	REFSEQ	GCF_040548205.1	GCA_040548205.1	paired	Bradyrhizobium sp. RT9a	3156384	RT9a	Contig	current		9784707	63.5	99	99	259203	259203	PRJNA1115471	SAMN41528246	DOE Joint Genome Institute	2024-07-08
CANON_01725	GCF_040548215.1	REFSEQ	GCF_040548215.1	GCA_040548215.1	paired	Bradyrhizobium sp. RT9b	3156385	RT9b	Contig	current		9632195	63.5	69	69	330647	330647	PRJNA1115472	SAMN41528276	DOE Joint Genome Institute	2024-07-08
CANON_01726	GCF_040548225.1	REFSEQ	GCF_040548225.1	GCA_040548225.1	paired	Bradyrhizobium sp. S3.12.5	3156386	S3.12.5	Contig	current		7964738	63.5	64	64	277759	277759	PRJNA1115473	SAMN41528373	DOE Joint Genome Institute	2024-07-08
CANON_01727	GCF_054061055.1	REFSEQ	GCF_054061055.1	GCA_054061055.1	paired	Bradyrhizobium sp. S3.14.4	3470486	S3.14.4	Contig	current		9921665	63.5	4	4	8748674	8748674	PRJNA1353960	SAMN53282565	DOE Joint Genome Institute	2025-12-17
CANON_01728	GCF_040546925.1	REFSEQ	GCF_040546925.1	GCA_040546925.1	paired	Bradyrhizobium sp. S3.2.12	3156387	S3.2.12	Contig	current		9704911	63.5	96	96	318994	318994	PRJNA1115474	SAMN41528296	DOE Joint Genome Institute	2024-07-08
CANON_01729	GCF_040546885.1	REFSEQ	GCF_040546885.1	GCA_040546885.1	paired	Bradyrhizobium sp. S3.2.6	3156428	S3.2.6	Contig	current		7915132	63.5	72	72	244961	244961	PRJNA1115601	SAMN41528194	DOE Joint Genome Institute	2024-07-08
CANON_01730	GCF_040546905.1	REFSEQ	GCF_040546905.1	GCA_040546905.1	paired	Bradyrhizobium sp. S3.3.6	3156429	S3.3.6	Contig	current		7987968	63.5	34	34	469413	469413	PRJNA1115602	SAMN41528332	DOE Joint Genome Institute	2024-07-08
CANON_01731	GCF_040546935.1	REFSEQ	GCF_040546935.1	GCA_040546935.1	paired	Bradyrhizobium sp. S3.5.5	3156430	S3.5.5	Contig	current		9135765	64	67	67	286054	286054	PRJNA1115603	SAMN41528237	DOE Joint Genome Institute	2024-07-08
CANON_01732	GCF_054061875.1	REFSEQ	GCF_054061875.1	GCA_054061875.1	paired	Bradyrhizobium sp. S3.7.6	3469703	S3.7.6	Contig	current		10023680	63.5	4	4	8851046	8851046	PRJNA1341237	SAMN53244601	DOE Joint Genome Institute	2025-12-17
CANON_01733	GCF_040546985.1	REFSEQ	GCF_040546985.1	GCA_040546985.1	paired	Bradyrhizobium sp. S3.9.1	3156431	S3.9.1	Contig	current		9955613	63.5	88	88	363053	363053	PRJNA1115604	SAMN41528195	DOE Joint Genome Institute	2024-07-08
CANON_01734	GCF_040547035.1	REFSEQ	GCF_040547035.1	GCA_040547035.1	paired	Bradyrhizobium sp. S3.9.2	3156432	S3.9.2	Contig	current		9745859	63.5	100	100	292112	292112	PRJNA1115605	SAMN41528286	DOE Joint Genome Institute	2024-07-08
CANON_01735	GCF_009766005.1	REFSEQ	GCF_009766005.1	GCA_009766005.1	paired	Bradyrhizobium sp. S69	1641856	S69	Scaffold	current		7495077	62	152	62	94958	338854	PRJNA300352	SAMN04219568	Institute of Microbiology of the AS CR	2019-12-18
CANON_01736	GCF_018398895.1	REFSEQ	GCF_018398895.1	GCA_018398895.1	paired	Bradyrhizobium sp. sBnM-33	2831780	sBnM-33	Scaffold	current		8966052	61.5	334	330	121392	121392	PRJNA723783	SAMN18828747	Universite Paris Saclay / CNRS	2021-05-19
CANON_01737	GCF_032917945.1	REFSEQ	GCF_032917945.1	GCA_032917945.1	paired	Bradyrhizobium sp. sBnM-33	2831780	sBnM-33	Complete Genome	current		9184954	61.5	1	1	9184954	9184954	PRJNA1023532	SAMN37684830	I2BC CNRS	2023-10-22
CANON_01738	GCF_014198205.1	REFSEQ	GCF_014198205.1	GCA_014198205.1	paired	Bradyrhizobium sp. SBR1B	2663836	SBR1B	Scaffold	current		8688029	63.5	89	84	377602	401092	PRJNA580870	SAMN13190386	DOE Joint Genome Institute	2020-08-14
CANON_01739	GCF_014844175.1	REFSEQ	GCF_014844175.1	GCA_014844175.1	paired	Bradyrhizobium sp. SEMIA	2597515	SEMIA	Chromosome	current		9700846	63.5	1	1	9700746	9700846	PRJNA555040	SAMN12289215	University of calcutta	2020-10-05
CANON_01740	GCF_059512365.1	REFSEQ	GCF_059512365.1	GCA_059512365.1	paired	Bradyrhizobium sp. Ses1	3739377	Ses1	Contig	current		9827634	62.5	300	300	151330	151330	PRJNA1424917	SAMN55400751	University of Pretoria	2026-07-19
CANON_01741	GCF_018398875.1	REFSEQ	GCF_018398875.1	GCA_018398875.1	paired	Bradyrhizobium sp. sGM-13	2831781	sGM-13	Scaffold	current		8309700	62	576	574	247668	247668	PRJNA723783	SAMN18828746	Universite Paris Saclay / CNRS	2021-05-19
CANON_01742	GCF_023006445.1	REFSEQ	GCF_023006445.1	GCA_023006445.1	paired	Bradyrhizobium sp. SHOUNA76	2908927	SHOUNA76	Contig	current		7663490	64	1226	1226	11835	11835	PRJNA776129	SAMN23555603	VIB - UGent	2022-04-14
CANON_01743	GCF_002831585.1	REFSEQ	GCF_002831585.1	GCA_002831585.1	paired	Bradyrhizobium sp. SK17	2057741	CBNU	Complete Genome	current		8288568	64.5	2	2	8003090	8003090	PRJNA420598	SAMN08116651	Chungbuk National University	2017-12-11
CANON_01744	GCF_051853005.1	REFSEQ	GCF_051853005.1	GCA_051853005.1	paired	Bradyrhizobium sp. SMVTL-02	3395917	DASA03120	Complete Genome	current		8401813	63.5	1	1	8401813	8401813	PRJNA1215578	SAMN46412681	Suranaree University of Technology	2025-08-06
CANON_01745	GCF_059448745.1	REFSEQ	GCF_059448745.1	GCA_059448745.1	paired	Bradyrhizobium sp. SOJA106	3735793	SOJA106	Complete Genome	current		8263951	63.5	1	1	8263951	8263951	PRJNA1484541	SAMN61242592	Institut National Polytechnique Felix Houphouet-Boigny	2026-07-16
