canonical_id	gcf_accession	gca_accession	pair_status	missing_partner_accession	original_representative_accession	original_representative_status	selected_accession	selected_source	selected_status	selection_reason	organism_name	tax_id	strain	assembly_level	genome_size_bp	gc_percent	number_of_contigs	contig_n50	genome_size_modified_z	gc_percent_modified_z	metadata_decision	pangenome_contiguity_class	synteny_class	sequence_qc_status	taxonomy_qc_status	flags
CANON_01804	GCF_054061715.1	GCA_054061715.1	paired		GCF_054061715.1	current	GCF_054061715.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4448	3469639	USDA 4448	Contig	7785577	63	2	7569571	-0.448272	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01805	GCF_054061855.1	GCA_054061855.1	paired		GCF_054061855.1	current	GCF_054061855.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4512	3469677	USDA 4512	Contig	9674031	63.5	2	8933874	1.030056	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01806	GCF_054061875.1	GCA_054061875.1	paired		GCF_054061875.1	current	GCF_054061875.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. S3.7.6	3469703	S3.7.6	Contig	10023680	63.5	4	8851046	1.303769	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01807	GCF_054061995.1	GCA_054061995.1	paired		GCF_054061995.1	current	GCF_054061995.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium elkanii	29448	USDA 4464	Contig	10070137	63.5	2	9775365	1.340137	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01808	GCF_054062115.1	GCA_054062115.1	paired		GCF_054062115.1	current	GCF_054062115.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4501	3470510	USDA 4501	Contig	9505164	63.5	1	9505164	0.897862	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01809	GCF_054062495.1	GCA_054062495.1	paired		GCF_054062495.1	current	GCF_054062495.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 3311	3470475	USDA 3311	Contig	9499763	64	1	9499763	0.893634	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01810	GCF_054062515.1	GCA_054062515.1	paired		GCF_054062515.1	current	GCF_054062515.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4470	3470493	USDA 4470	Contig	7708525	63	2	7483463	-0.50859	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01811		GCA_054062635.1	unpaired		GCA_054062635.1	current	GCA_054062635.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp. F1.13.4	3470516	F1.13.4	Contig	8712826	63	2	5297522	0.277601	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01812		GCA_054062675.1	unpaired		GCA_054062675.1	current	GCA_054062675.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp. GM5.1	3470515	GM5.1	Contig	9062356	63	4	8128433	0.551222	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01813		GCA_054062735.1	unpaired		GCA_054062735.1	current	GCA_054062735.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp. GM2.4	3470509	GM2.4	Contig	8791617	63	2	8358809	0.339281	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01814		GCA_054062855.1	unpaired		GCA_054062855.1	current	GCA_054062855.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp. GM0.4	3470508	GM0.4	Contig	8863603	63	2	8443119	0.395633	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01815	GCF_054063055.1	GCA_054063055.1	paired		GCF_054063055.1	current	GCF_054063055.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 3686	3470459	USDA 3686	Contig	7797170	63.5	1	7797170	-0.439196	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01816	GCF_054063135.1	GCA_054063135.1	paired		GCF_054063135.1	current	GCF_054063135.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 3696	3470462	USDA 3696	Contig	7984253	63	2	7777115	-0.292743	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01817	GCF_054063195.1	GCA_054063195.1	paired		GCF_054063195.1	current	GCF_054063195.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4463	3470485	USDA 4463	Contig	7869104	63	2	7501483	-0.382885	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01818	GCF_054063215.1	GCA_054063215.1	paired		GCF_054063215.1	current	GCF_054063215.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4353	3469675	USDA 4353	Contig	7584742	65.5	1	7584742	-0.60549	2.698	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01819	GCF_054063295.1	GCA_054063295.1	paired		GCF_054063295.1	current	GCF_054063295.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 3240	3469663	USDA 3240	Contig	9330560	64	4	8931233	0.761178	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01820	GCF_054063335.1	GCA_054063335.1	paired		GCF_054063335.1	current	GCF_054063335.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4473	3470537	USDA 4473	Contig	8098454	64.5	1	8098454	-0.203344	1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01821	GCF_054063355.1	GCA_054063355.1	paired		GCF_054063355.1	current	GCF_054063355.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4502	3470534	USDA 4502	Contig	9310975	63.5	1	9310975	0.745847	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01822	GCF_054063415.1	GCA_054063415.1	paired		GCF_054063415.1	current	GCF_054063415.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4011	3470535	USDA 4011	Contig	8742481	63.5	2	8489449	0.300816	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01823		GCA_054063455.1	unpaired		GCA_054063455.1	current	GCA_054063455.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp. LM4.3	3470471	LM4.3	Contig	8155624	63	2	7824008	-0.15859	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01824	GCF_054063515.1	GCA_054063515.1	paired		GCF_054063515.1	current	GCF_054063515.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4469	3470529	USDA 4469	Contig	7860802	63	2	7623412	-0.389384	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01825	GCF_054063575.1	GCA_054063575.1	paired		GCF_054063575.1	current	GCF_054063575.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4452	3469682	USDA 4452	Contig	8765150	64	2	8643228	0.318562	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01826	GCF_054063595.1	GCA_054063595.1	paired		GCF_054063595.1	current	GCF_054063595.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4471	3470492	USDA 4471	Contig	7944447	63	2	7565535	-0.323904	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01827	GCF_054063605.1	GCA_054063605.1	paired		GCF_054063605.1	current	GCF_054063605.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4350	3469662	USDA 4350	Contig	11084878	63	2	9937706	2.134501	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01828	GCF_054063675.1	GCA_054063675.1	paired		GCF_054063675.1	current	GCF_054063675.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 376	3469702	USDA 376	Contig	9385274	64	2	9264687	0.80401	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01829	GCF_054063735.1	GCA_054063735.1	paired		GCF_054063735.1	current	GCF_054063735.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 10063	3469689	USDA 10063	Contig	9732519	62.5	2	9304020	1.075841	-1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01830	GCF_054063755.1	GCA_054063755.1	paired		GCF_054063755.1	current	GCF_054063755.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4341	3469664	USDA 4341	Contig	10986194	63	2	9839018	2.057248	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01831	GCF_054063775.1	GCA_054063775.1	paired		GCF_054063775.1	current	GCF_054063775.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium lupini	136996	USDA 3051	Contig	7868964	63.5	1	7868964	-0.382994	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01832		GCA_054063875.1	unpaired		GCA_054063875.1	current	GCA_054063875.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp. LM3.4	3470474	LM3.4	Contig	8154380	63	2	7822818	-0.159564	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01833	GCF_054063895.1	GCA_054063895.1	paired		GCF_054063895.1	current	GCF_054063895.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4515	3469669	USDA 4515	Contig	8908452	64	1	8908452	0.430742	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01834		GCA_054063955.1	unpaired		GCA_054063955.1	current	GCA_054063955.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp. LM6.11	3470526	LM6.11	Contig	8155261	63	2	7823628	-0.158874	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01835	GCF_054063995.1	GCA_054063995.1	paired		GCF_054063995.1	current	GCF_054063995.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. USDA 4504	3469640	USDA 4504	Contig	8972543	64	1	8972543	0.480914	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01836	GCF_054185165.1	GCA_054185165.1	paired		GCF_054185165.1	current	GCF_054185165.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. UFLA05-109	3062273	UFLA05-109	Scaffold	9535848	62.5	185	106796	0.921883	-1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01837	GCF_054185185.1	GCA_054185185.1	paired		GCF_054185185.1	current	GCF_054185185.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. UFLA05-153	3062179	UFLA05-153	Scaffold	10717437	62.5	375	65959	1.846859	-1.349	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01838	GCF_054185205.1	GCA_054185205.1	paired		GCF_054185205.1	current	GCF_054185205.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. 14AA	3068197	14AA	Contig	9289648	63.5	225	256023	0.729151	0.0	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01839	GCF_054185225.1	GCA_054185225.1	paired		GCF_054185225.1	current	GCF_054185225.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. 18BD	3068196	18BD	Contig	8502144	64	298	271902	0.112674	0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01840		GCA_054319335.1	unpaired		GCA_054319335.1	current	GCA_054319335.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	7280497	61	422	20000	-0.84366	-3.3725	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01841	GCF_054491425.1	GCA_054491425.1	paired		GCF_054491425.1	current	GCF_054491425.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium japonicum	375	RCAM24111	Complete Genome	9226252	63.5	1	9226252	0.679523	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01842	GCF_054491445.1	GCA_054491445.1	paired		GCF_054491445.1	current	GCF_054491445.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium japonicum	375	RCAM00397	Complete Genome	9209578	63.5	1	9209578	0.666471	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01843	GCF_054588535.1	GCA_054588535.1	paired		GCF_054588535.1	current	GCF_054588535.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium diazoefficiens	1355477	ZK25	Contig	9204889	64	205	362485	0.6628	0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01844	GCF_054588555.1	GCA_054588555.1	paired		GCF_054588555.1	current	GCF_054588555.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium diazoefficiens	1355477	ZK23	Contig	9036322	64	211	255395	0.530842	0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01845	GCF_054588635.1	GCA_054588635.1	paired		GCF_054588635.1	current	GCF_054588635.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium diazoefficiens	1355477	ZK19	Contig	9092443	64	236	255060	0.574774	0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01846	GCF_054588655.1	GCA_054588655.1	paired		GCF_054588655.1	current	GCF_054588655.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium diazoefficiens	1355477	ZK18	Contig	9165843	64	228	227685	0.632234	0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01847	GCF_054588695.1	GCA_054588695.1	paired		GCF_054588695.1	current	GCF_054588695.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium diazoefficiens	1355477	ZK17	Contig	9211655	64	214	400018	0.668096	0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01848	GCF_054588755.1	GCA_054588755.1	paired		GCF_054588755.1	current	GCF_054588755.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium diazoefficiens	1355477	ZK14	Contig	9015346	64	217	337939	0.514421	0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01849	GCF_054588775.1	GCA_054588775.1	paired		GCF_054588775.1	current	GCF_054588775.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium diazoefficiens	1355477	ZK12	Contig	9096438	64	216	413537	0.577902	0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01850	GCF_054588795.1	GCA_054588795.1	paired		GCF_054588795.1	current	GCF_054588795.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium diazoefficiens	1355477	ZK7	Contig	9103323	64	218	362471	0.583292	0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01851	GCF_054588835.1	GCA_054588835.1	paired		GCF_054588835.1	current	GCF_054588835.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium diazoefficiens	1355477	ZK4	Contig	9177580	64	227	548902	0.641422	0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01852	GCF_054588895.1	GCA_054588895.1	paired		GCF_054588895.1	current	GCF_054588895.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium diazoefficiens	1355477	ZK1	Contig	9243945	64	248	400890	0.693374	0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01853	GCF_054602195.1	GCA_054602195.1	paired		GCF_054602195.1	current	GCF_054602195.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium cedriense	3470879	1.27L	Contig	7878339	64	26	1147892	-0.375655	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01854	GCF_054602205.1	GCA_054602205.1	paired		GCF_054602205.1	current	GCF_054602205.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium cedriense	3470879	5.13L	Contig	7796223	64	36	669946	-0.439938	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01855	GCF_054602315.1	GCA_054602315.1	paired		GCF_054602315.1	current	GCF_054602315.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium cedriense	3470879	1.29L	Contig	7878361	64	27	977975	-0.375638	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01856	GCF_054636775.1	GCA_054636775.1	paired		GCF_054636775.1	current	GCF_054636775.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp.	376		Scaffold	6622396	62	223	48969	-1.358838	-2.0235	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01857	GCF_054653515.1	GCA_054653515.1	paired		GCF_054653515.1	current	GCF_054653515.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. 17-4	1215384	17-4	Contig	7763201	64.5	3	7567638	-0.465788	1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01858	GCF_054768255.1	GCA_054768255.1	paired		GCF_054768255.1	current	GCF_054768255.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium ottawaense	931866	F1-1	Contig	8649985	64	2	8488342	0.228408	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01859	GCF_054768275.1	GCA_054768275.1	paired		GCF_054768275.1	current	GCF_054768275.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium diazoefficiens	1355477	A2C-5	Scaffold	9086612	64	276	191067	0.57021	0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01860	GCF_054768295.1	GCA_054768295.1	paired		GCF_054768295.1	current	GCF_054768295.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium diazoefficiens	1355477	A2C-2	Contig	9198704	64	2	9103434	0.657958	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01861		GCA_054768315.1	unpaired		GCA_054768315.1	current	GCA_054768315.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium diazoefficiens	1355477	A2C-1	Contig	8574458	64	38	360569	0.169283	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01862	GCF_054820065.1	GCA_054820065.1	paired		GCF_054820065.1	current	GCF_054820065.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. UFLA06-06	1493466	UFLA06-06	Scaffold	9010728	64	185	118737	0.510806	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01863	GCF_054822005.1	GCA_054822005.1	paired		GCF_054822005.1	current	GCF_054822005.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium ottawaense	931866	USDA 408	Contig	8880517	63.5	2	8469790	0.408874	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01864	GCF_054822025.1	GCA_054822025.1	paired		GCF_054822025.1	current	GCF_054822025.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium diazoefficiens	1355477	USDA 460	Contig	9338906	64	1	9338906	0.767712	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01865	GCF_054822065.1	GCA_054822065.1	paired		GCF_054822065.1	current	GCF_054822065.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium diazoefficiens	1355477	USDA 461	Contig	9339018	64	1	9339018	0.767799	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01866	GCF_054822145.1	GCA_054822145.1	paired		GCF_054822145.1	current	GCF_054822145.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium diazoefficiens	1355477	USDA 467	Contig	8904674	64	1	8904674	0.427784	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
